TypeofCancer,Compound,CID,CAS,Trend,Sample,TypeofSampl,TypeofControl,Formula
Lung,6-methylhept-5-en-2-one,9862,409-02-9,Decrease,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C8H14O
Lung,dodecane,8182,112-40-3,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C12H26
Lung,decanal,8175,112-31-2,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C10H20O
Lung,acetonitrile,6342,75-05-8,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C2H3N
Lung,"2,3,4-trimethylpentane",11269,565-75-3,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C8H18
Lung,methyl acetate,6584,79-20-9,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C3H6O2
Lung,"4,6,6-trimethylbicyclo[3.1.1]hept-3-ene",6654,80-56-8,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C10H16
Lung,3-methylbutanal,11552,590-86-3,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C5H10O
Lung,1H-pyrrole,8027,16199-06-7,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C4H5N
Lung,hexanal,6184,66-25-1,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C6H12O
Lung,(E)-but-2-enal,447466,4170-30-3,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C4H6O
Lung,"2,4-dimethylhept-1-ene",123385,19549-87-2,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C9H18
Lung,hexane,8058,110-54-3,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C6H14
Lung,octanal,454,124-13-0,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C8H16O
Lung,propan-2-one,180,67-64-1,Decrease,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C3H6O
Lung,pentan-2-one,7895,107-87-9,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C5H10O
Lung,2-methylpropanal,6561,78-84-2,Decrease,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C4H8O
Lung,3-methylhexane,11507,589-34-4,Decrease,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C7H16
Lung,methanol,887,67-56-1,Decrease,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,CH4O
Lung,2-methylbutanal,7284,96-17-3,Increase,Ex vivo,lung tissues from patients with lung cancer,Unaffected lung tissue,C5H10O
Lung,"(1Z,5Z,9Z)-1,5,9-trimethylcyclododeca-1,5,9-triene",5365777,21064-19-7,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C15H24
Lung,"[2,2,4-trimethyl-3-(2-methylpropanoyloxy)pentyl] 2-methylpropanoate",23284,6846-50-0,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C16H30O4
Lung,ethyl 4-ethoxybenzoate,90232,23676-09-7,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C11H14O3
Lung,"[2,4,4-trimethyl-3-(2-methylpropanoyloxy)pentyl] 2-methylpropanoate",93439,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C16H30O4
Lung,"6,11-dihydro-5H-benzo[b][1]benzazepine",10308,494-19-9,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C14H13N
Lung,"2,6-ditert-butylcyclohexa-2,5-diene-1,4-dione",12867,719-22-2,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C14H20O2
Lung,phenoxybenzene,7583,101-84-8,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C12H10O
Lung,"2,5-dimethylfuran",12266,625-86-5,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H8O
Lung,1-ethyl-2-(2-ethylphenyl)benzene,83081,13049-35-9,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C16H18
Lung,"2,4-dimethylpentan-3-one",11271,565-80-0,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H14O
Lung,"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene",5281515,87-44-5,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C15H24
Lung,"1,1,3-trimethyl-3-phenyl-2H-indene",19793,3910-35-8,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C18H20
Lung,propan-1-ol,1031,71-23-8,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,4-methyldecane,17835,2847-72-5,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C11H24
Lung,"diethyl benzene-1,2-dicarboxylate",6781,84-66-2,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H4(COOC2H5)2
Lung,"2,5-dimethylhexa-2,4-diene",12992,764-13-6,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H14
Lung,propan-2-ol,3776,67-63-0,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,pent-4-en-2-ol,12247,625-31-0,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H10O
Lung,"1,1,2-trichloro-1,2,2-trifluoroethane",6428,76-13-1,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C2Cl3F3
Lung,2-methoxy-2-methylpropane,15413,1634-04-4,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,(CH3)3COCH3
Lung,(E)-1-methylsulfanylprop-1-ene,637915,10152-77-9,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8S
Lung,"hexane-2,3-dione",19707,3848-24-6,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H10O2
Lung,"(3E)-5,5-dimethylhexa-1,3-diene",5368952,36320-14-6,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H14
Lung,2-methylhexan-3-one,23847,06-12-7379,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H14O
Lung,"4-methyl-2,3-dihydro-1H-indene",13211,824-22-6,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H12
Lung,"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one",2537,76-22-2,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H16O
Lung,"(1S,4S)-4,7,7-trimethylbicyclo[2.2.1]heptan-3-one",444294,76-22-2,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H16O
Lung,2-(4-methylcyclohex-3-en-1-yl)propan-2-ol,17100,8000-41-7,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H18O
Lung,5-methyl-2-prop-1-en-2-yl-7-oxabicyclo[4.1.0]heptan-5-ol,565280,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H16O2
Lung,"(E)-3-methyl-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-one",5372174,127-51-5,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C14H22O
Lung,-,600322,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C15H22O
Lung,"[2,2,4-trimethyl-3-(2-methylpropanoyloxy)pentyl] 2-methylpropanoate",23284,6846-50-0,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C16H30O4
Lung,ethyl 4-ethoxybenzoate,90232,23676-09-7,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C11H14O3
Lung,5-ethoxycarbonylbicyclo[3.2.2]nonane-1-carboxylic acid,578603,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C13H20O4
Lung,"1-O-(2-methylpropyl) 4-O-propan-2-yl 2,2-dimethyl-3-propan-2-ylbutanedioate",551220,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C16H30O4
Lung,"[2,4,4-trimethyl-3-(2-methylpropanoyloxy)pentyl] 2-methylpropanoate",93439,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C16H30O4
Lung,"3,3,6,6-tetraphenyl-1,2,4,5-tetraoxane",570019,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C26H20O4
Lung,diphenylmethanone,3102,119-61-9,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C13H10O
Lung,"2,6-ditert-butyl-4-ethylidenecyclohexa-2,5-dien-1-one",95039,6738-27-8,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C16H24O
Lung,"2-[(E)-(2-ethoxy-3,4-dimethylcyclohex-2-en-1-ylidene)methyl]furan",5376746,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C15H20O2
Lung,"[(1S,2R)-2-phenylcyclobutyl]benzene",111326,7694-30-6,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C16H16
Lung,(1-ethylsulfanyl-1-phenylpropyl)benzene,606838,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C17H20S
Lung,"9-propyl-1,2,3,4-tetrahydroanthracene",607066,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C17H20
Lung,"2-ethylanthracene-9,10-diol",617218,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C16H14O2
Lung,1-ethyl-4-[1-(4-ethylphenyl)ethyl]benzene,25060,10224-91-6,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C18H22
Lung,decane,15600,124-18-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H22
Lung,undecane,14257,1120-21-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C11H24
Lung,benzene,241,71-43-2,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H6
Lung,styrene,7501,100-42-5,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H8
Lung,propylbenzene,7668,103-65-1,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H12
Lung,butan-2-ol,6568,78-92-2,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H10O
Lung,aminourea,5196,57-56-7,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH5N3O
Lung,methylhydrazine,6061,60-34-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH6N2
Lung,ethanol,702,64-17-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH3CH2OH
Lung,"1,2-xylene;1,3-xylene;1,4-xylene",6850715,128686-03-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C24H30
Lung,1-methyl-4-propan-2-ylbenzene,7463,99-87-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H14
Lung,ethylbenzene,7500,100-41-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H10
Lung,styrene,7501,100-42-5,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H8
Lung,toluene,1140,108-88-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H5CH3
Lung,methoxymethane,8254,115-10-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C2H6O
Lung,"2,6-ditert-butyl-4-methylphenol",31404,128-37-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C15H24O
Lung,"1,3-diaminourea",73948,497-18-7,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CH6N4O
Lung,1-methyl-3-propan-2-ylbenzene,10812,535-77-3,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H14
Lung,"cyclohepta-1,3,5-triene",11000,544-25-2,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H8
Lung,3-methylhexane,11507,589-34-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,3-ethylpentane,12048,617-78-7,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,cyclooctatetraene,637866,629-20-9,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H8
Lung,"bicyclo[4.2.0]octa-1,3,5-triene",69667,694-87-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H8
Lung,"2,3,4-trimethylhexane",13533,921-47-1,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,"(2,6-ditert-butyl-4-methylphenyl) N-methylcarbamate",15967,02-11-1918,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C17H27NO2
Lung,"2,4-dimethylheptane",16656,2213-23-2,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,"4,7-dimethylundecane",519389,-,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C13H28
Lung,"2,4,6-tritert-butyl-4-methylcyclohexa-2,5-dien-1-one",609653,-,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C19H32O
Lung,"2,6,6-trimethyloctane",551285,-,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C11H24
Lung,butan-2-one,6569,78-93-3,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,hydrazine,9321,302-01-2,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,H4N2
Lung,"(3E)-penta-1,3-diene",62204,504-60-9,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H8
Lung,"3,3-dimethylpentane",11229,562-49-2,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,"3,3-dimethylhexane",11233,563-16-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H18
Lung,2-methylhexane,11582,591-76-4,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H16
Lung,3-ethylhexane,12096,619-99-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H18
Lung,"2,2,3-trimethylhexane",28021,16747-25-4,Decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,ethylidenecyclopropane,140404,18631-83-9,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H8
Lung,4-methyloctane,16665,2216-34-4,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,2-ethylhexan-1-ol,7720,104-76-7,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H18O
Lung,2-ethyl-4-methylpentan-1-ol,7821,106-67-2,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H18O
Lung,"2,3,4-trimethylpentane",11269,565-75-3,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H18
Lung,"2,3-dimethylhexane",11447,584-94-1,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H18
Lung,3-ethyl-3-methylpentan-2-one,140590,19780-65-5,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H16O
Lung,"2-methylocta-4,6-diyn-3-one",562128,-,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H10O
Lung,2-propylpentan-1-ol,123543,58175-57-8,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H18O
Lung,"(5E,9E)-6,10-dimethyldodeca-5,9-dien-2-one",5363460,13125-74-1,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C14H24O
Lung,styrene,7501,100-42-5,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H8
Lung,"2,2,4,6,6-pentamethylheptane",26058,13475-82-6,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C12H26
Lung,2-methylheptane,11594,592-27-8,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H18
Lung,decane,15600,124-18-5,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H22
Lung,propylbenzene,7668,103-65-1,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H12
Lung,undecane,14257,1120-21-4,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C11H24
Lung,methylcyclopentane,7296,96-37-7,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12
Lung,1-methyl-2-pentylcyclopropane,524612,-,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H18
Lung,trichloro(fluoro)methane,6389,75-69-4,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,CCl3F
Lung,benzene,241,71-43-2,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H6
Lung,"1,2,4-trimethylbenzene",7247,95-63-6,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H12
Lung,"2-methylbuta-1,3-diene",6557,78-79-5,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H8
Lung,3-methyloctane,16664,2216-33-3,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,hex-1-ene,11597,592-41-6,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12
Lung,3-methylnonane,22202,06-04-5911,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C10H22
Lung,hept-1-ene,11610,25339-56-4 (n-Heptene),-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H14
Lung,"1,4-xylene",7809,106-42-3,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H4(CH3)2
Lung,"2,4-dimethylheptane",16656,2213-23-2,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H20
Lung,hexanal,6184,66-25-1,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12O
Lung,cyclohexane,8078,110-82-7,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H12
Lung,prop-1-en-2-ylbenzene,7407,98-83-9,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C9H10
Lung,heptanal,8130,111-71-7,-,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H14O
Lung,propane,6334,74-98-6,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8
Lung,butane,7843,106-97-8,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H10
Lung,pentane,8003,109-66-0,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H12
Lung,hexane,8058,110-54-3,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,2-methylpentane,7892,107-83-5,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,propan-2-ol,3776,67-63-0,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,butanal,261,123-72-8,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,2-methylpropanal,6561,78-84-2,Increase,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,propan-2-one,180,67-64-1,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H6O
Lung,butan-2-one,6569,78-93-3,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,benzene,241,71-43-2,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H6
Lung,toluene,1140,108-88-3,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H5CH3
Lung,ethylbenzene,7500,100-41-4,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C8H10
Lung,"1,2-xylene;1,3-xylene;1,4-xylene",6850715,128686-03-3,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C24H30
Lung,furan,8029,110-00-9,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H4O
Lung,acetonitrile,6342,75-05-8,decrease,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C2H3N
Lung,propan-1-ol,1031,71-23-8,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C3H8O
Lung,butan-2-one,6569,78-93-3,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H8O
Lung,but-3-yn-2-ol,16239,2028-63-9,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C4H6O
Lung,benzaldehyde,240,100-52-7,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C7H6O
Lung,2-methylpentane,7892,107-83-5,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,3-methylpentane,7282,96-14-0,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,pentane,8003,109-66-0,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C5H12
Lung,hexane,8058,110-54-3,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C6H14
Lung,oct-1-ene,8125,111-66-0,Increase,in vivo,Breath samples from patients with pulmonary nodules cancer,Breath samples from patients with benign pulmonary nodules,C8H16
Lung,hexadecanal,984,629-80-1,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C16H32O
Lung,icosane,8222,112-95-8,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C20H42
Lung,5-(2-methylpropyl)nonane,545936,-,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C13H28
Lung,7-methylhexadecane,292733,-,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C17H36
Lung,8-methylheptadecane,292723,-,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C18H38
Lung,"2,6-ditert-butyl-4-methylphenol",31404,128-37-0,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C15H24O
Lung,"2,6-ditert-butyl-4-methylphenol",31404,128-37-0,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C15H24O
Lung,nonadecane,12401,629-92-5,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C19H40
Lung,8-hexylpentadecane,300518,-,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C21H44
Lung,tetradecane,12389,629-59-4,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C14H30
Lung,tetradecane,12389,629-59-4,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C14H30
Lung,5-butan-2-ylnonane,43943,62185-54-0,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C13H28
Lung,2-methylnaphthalene,7055,91-57-6,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C11H10
Lung,2-methylundecanal,61031,110-41-8,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C12H24O
Lung,nonadecan-1-ol,80281,1454-84-8,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C19H40O
Lung,pentadecan-2-one,61303,2345-28-0,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C15H30O
Lung,character(0),-,character(0),Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,character(0)
Lung,tridecan-2-one,11622,593-08-8,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C13H26O
Lung,5-propyltridecane,41310,55045-11-9,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C16H34
Lung,"2,6-dimethylnaphthalene",11387,581-42-0,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C12H12
Lung,tridecane,12388,629-50-5,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C13H28
Lung,character(0),-,character(0),Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,character(0)
Lung,5-butylnonane,300476,-,Produced,in vivo,Breath samples from patients with lung cancer,Breath samples from healthy individuals,C13H28
Lung,"2,4,6-trimethyloctane",545612,-,Produced,in vitro,A549,BEAS-2B,C11H24
Lung,2-methyldodecane,15270,68551-19-9,Produced,in vitro,A549,BEAS-2B,C13H28
Lung,tridecan-2-one,11622,593-08-8,Produced,in vitro,A549,BEAS-2B,C13H26O
Lung,pentadecan-2-one,61303,2345-28-0,Produced,in vitro,A549,BEAS-2B,C15H30O
Lung,8-methylheptadecane,292723,-,Produced,in vitro,A549,BEAS-2B,C18H38
Lung,formic acid,284,64-18-6,Produced,in vitro,SK-MES-1,BEAS-2B,HCOOH
Lung,nonan-2-one,13187,821-55-6,Produced,in vitro,SK-MES-1,BEAS-2B,C9H18O
Lung,pentadecan-2-one,61303,2345-28-0,Produced,in vitro,SK-MES-1,BEAS-2B,C15H30O
Lung,nonadecane,12401,629-92-5,Produced,in vitro,SK-MES-1,BEAS-2B,C19H40
Lung,icosane,8222,112-95-8,Produced,in vitro,SK-MES-1,BEAS-2B,C20H42
Lung,decan-2-one,12741,693-54-9,Produced,in vitro,NCI-H446,BEAS-2B,C10H20O
Lung,undecan-2-one,8163,112-12-9,Produced,in vitro,NCI-H446,BEAS-2B,C11H22O
Lung,2-methylnaphthalene,7055,91-57-6,Produced,in vitro,NCI-H446,BEAS-2B,C11H10
Lung,tridecan-2-one,11622,593-08-8,Produced,in vitro,NCI-H446,BEAS-2B,C13H26O
Lung,pentadecan-2-one,61303,2345-28-0,Produced,in vitro,NCI-H446,BEAS-2B,C15H30O
Lung,"2,6-dimethylnaphthalene",11387,581-42-0,Produced,in vitro,NCI-H446,BEAS-2B,C12H12
Lung,heptadecan-1-ol,15076,1454-85-9,Produced,in vitro,NCI-H446,BEAS-2B,C17H36O
Lung,heptadecan-2-one,18027,2922-51-2,Produced,in vitro,NCI-H446,BEAS-2B,C17H34O
Lung,nonadecane,12401,629-92-5,Produced,in vitro,NCI-H446,BEAS-2B,C19H40
Lung,icosane,8222,112-95-8,Produced,in vitro,NCI-H446,BEAS-2B,C20H42
Lung,decane,15600,124-18-5,Produced,in vitro,lung tissues from patients with lung cancer,Unaffected lung tissue,C10H22
Lung,2-propylpentan-1-ol,123543,58175-57-8,Produced,in vitro,lung tissues from patients with lung cancer,Unaffected lung tissue,C8H18O
Lung,"(2E,6E)-6-ethyldeca-2,6-diene-4,5-diol",5367947,-,Produced,in vitro,lung tissues from patients with lung cancer,Unaffected lung tissue,C12H22O2
Lung,dodecane,8182,112-40-3,Produced,in vitro,lung tissues from patients with lung cancer,Unaffected lung tissue,C12H26
